iteration error_rho error_v error_T
333 0.0006902 0.00266114 0.00041639
334 0.000699895 0.00269357 0.000420672
335 0.000710121 0.00272537 0.000424358
336 0.000720894 0.00275629 0.000427496
337 0.000732222 0.00278601 0.000430124
338 0.000744034 0.00281427 0.000432296
339 0.000756301 0.00284086 0.000434088
340 0.000768939 0.00286561 0.000435575
341 0.000781824 0.00288834 0.000436827
342 0.000794846 0.00290892 0.000437903
343 0.000807806 0.00292717 0.000438855
344 0.000820473 0.00294296 0.000439727
345 0.000832627 0.00295618 0.000440538
346 0.000844037 0.00296675 0.000441289
347 0.000854454 0.00297459 0.000441982
348 0.000863586 0.00297967 0.000442591
349 0.000871199 0.00298203 0.000443082
350 0.000877076 0.00298173 0.000443413
351 0.000881022 0.00297892 0.000443536
352 0.000882849 0.00297379 0.000443408
353 0.000882398 0.00296654 0.000442989
354 0.000879607 0.0029574 0.000442219
355 0.000874465 0.0029466 0.000441075
356 0.000866958 0.00293436 0.000439525
357 0.00085715 0.00292091 0.000437552
358 0.000845158 0.00290636 0.000435148
359 0.000831155 0.00289082 0.000432321
360 0.000815377 0.00287433 0.000429084
361 0.0007981 0.00285688 0.000425475
362 0.000779633 0.0028384 0.000421534
363 0.000760376 0.00281885 0.000417352
364 0.000740696 0.00279812 0.000413045
365 0.000721009 0.00277611 0.000408607
366 0.000701727 0.00275276 0.000404107
367 0.000683257 0.00272807 0.000399614
368 0.000665975 0.00270207 0.000395201
369 0.00065021 0.00267485 0.000390958
370 0.000636266 0.00264652 0.000386933
371 0.000624415 0.0026172 0.000383316
372 0.000614802 0.00258703 0.000380175
373 0.000607398 0.00255612 0.000377345
374 0.000602204 0.00252458 0.000374908
375 0.000599146 0.00249251 0.000372943
376 0.000598123 0.00245998 0.000371501
377 0.000598952 0.00242701 0.000370634
378 0.000601393 0.00239364 0.000370405
379 0.000605254 0.00235986 0.000370757
380 0.000610346 0.0023257 0.000371646
381 0.000616492 0.00229116 0.000373002
382 0.000623534 0.00225631 0.000374732
383 0.000631341 0.00222118 0.00037673
384 0.000639782 0.00218589 0.000378893
385 0.000648765 0.00215048 0.000381099
386 0.000658217 0.00211505 0.000383228
387 0.000668058 0.00207972 0.000385187
388 0.000678216 0.00204457 0.00038689
389 0.000688621 0.00200968 0.00038824
390 0.000699192 0.00197511 0.000389181
391 0.000709892 0.00194095 0.000389661
392 0.000720578 0.00190722 0.000389692
393 0.000731142 0.00187398 0.000389294
394 0.000741508 0.00184132 0.000388527
395 0.000751601 0.00180933 0.00038746
396 0.000761367 0.00177812 0.000386189
397 0.000770766 0.00174789 0.000384856
398 0.000779779 0.00171883 0.000383637
399 0.000788412 0.00169122 0.00038274
400 0.000796731 0.00166539 0.0003824
401 0.000804782 0.00164162 0.000382872
402 0.000812668 0.00162027 0.000384418
403 0.000820528 0.00160164 0.000387287
404 0.000828532 0.00158603 0.000391711
405 0.000836875 0.0015737 0.000397892
406 0.000845772 0.00156484 0.000405973
407 0.000855454 0.00155957 0.000416039
408 0.000866154 0.00155796 0.000428106
409 0.000878095 0.00155998 0.000442123
410 0.00089148 0.00156553 0.000457978
411 0.00090648 0.00157443 0.000475504
412 0.000923222 0.00158648 0.000494505
413 0.000941784 0.00160137 0.000514736
414 0.000962187 0.00161876 0.000535936
415 0.000984395 0.00163832 0.000557827
416 0.00100831 0.00165967 0.000580152
417 0.00103378 0.00168246 0.000602653
418 0.00106061 0.00170631 0.000625076
419 0.00108857 0.00173088 0.000647185
420 0.00111739 0.00175583 0.000668761
421 0.00114678 0.00178085 0.000689604
422 0.00117647 0.00180565 0.000709538
423 0.00120617 0.00182998 0.000728414
424 0.00123562 0.00185362 0.000746105
425 0.00126455 0.00187637 0.000762515
426 0.00129276 0.00189807 0.000777572
427 0.00132014 0.00191798 0.000792119
428 0.00134642 0.00193615 0.000805715
429 0.00137138 0.0019529 0.000817572
430 0.00139493 0.00196817 0.00082774
431 0.00141702 0.00198194 0.000836292
432 0.00143763 0.00199423 0.000843306
433 0.00145676 0.00200508 0.000848895
434 0.00147444 0.0020146 0.000853173
435 0.00149073 0.00202291 0.000856261
436 0.00150574 0.00203017 0.000858284
437 0.00151955 0.00203654 0.000859369
438 0.00153232 0.00204218 0.000859642
439 0.00154417 0.00204725 0.000859227
440 0.00155526 0.00205191 0.000858247
441 0.00156575 0.00205627 0.000856817
442 0.00157579 0.00206045 0.00085505
443 0.00158554 0.00206454 0.000853054
444 0.00159514 0.0020686 0.00085093
445 0.00160472 0.00207269 0.000848773
446 0.0016144 0.00207686 0.000846674
447 0.00162428 0.00208115 0.000844717
448 0.00163447 0.00208562 0.000842975
449 0.00164503 0.00209032 0.000841525
450 0.00165604 0.00209535 0.000840435
451 0.00166756 0.0021008 0.00083977
452 0.00167964 0.00210681 0.000839589
453 0.00169233 0.00211353 0.000839947
454 0.00170567 0.00212113 0.000840898
455 0.00171971 0.00212981 0.000842494
456 0.0017345 0.0021398 0.000844786
457 0.00175009 0.00215131 0.000847828
458 0.00176654 0.00216459 0.00085167
459 0.00178392 0.00217985 0.000856368
460 0.00180232 0.00219734 0.000861978
461 0.00182182 0.00221727 0.000868559
462 0.00184253 0.00223984 0.000876174
463 0.00186461 0.00226522 0.000884881
464 0.00188817 0.00229358 0.000894763
465 0.0019128 0.00232792 0.000908381
466 0.00193138 0.00238751 0.000943943
467 0.0019491 0.00244544 0.000979045
468 0.00196565 0.0025001 0.00101207
469 0.00198076 0.00255022 0.00104194
470 0.00199417 0.00259482 0.00106792
471 0.00200562 0.00263318 0.00108959
472 0.00201484 0.00266484 0.00110671
473 0.00202162 0.00268952 0.00111919
474 0.00202572 0.00270715 0.00112706
475 0.00202699 0.00271783 0.00113046
476 0.00202531 0.00272177 0.00112956
477 0.00202059 0.00271928 0.00112462
478 0.00201284 0.00271077 0.00111591
479 0.00200207 0.00269668 0.00110375
480 0.00198836 0.0026775 0.00108845
481 0.00197183 0.00265375 0.00107037
482 0.00195262 0.00262596 0.00104986
483 0.00193091 0.00259468 0.00102728
484 0.00190705 0.0025606 0.00100388
485 0.00188087 0.00252394 0.000978495
486 0.00185263 0.00248516 0.000951428
487 0.00182256 0.00244474 0.000923074
488 0.00179087 0.00240317 0.000893856
489 0.00175745 0.00235878 0.000867102
490 0.00172261 0.00231397 0.000839798
491 0.00168663 0.00226932 0.000812138
492 0.00164976 0.00222518 0.000784575
493 0.00161227 0.00218192 0.000757496
494 0.00157445 0.00213988 0.000731225
495 0.00153623 0.00209925 0.000705789
496 0.00149804 0.00206034 0.00068152
497 0.00146018 0.00202332 0.00065855
498 0.00142294 0.00198833 0.00063693
499 0.00138657 0.00195542 0.000616651
500 0.00135128 0.0019246 0.000597657
501 0.00131719 0.00189583 0.000579866
502 0.00128437 0.001869 0.000563183
503 0.00125285 0.00184401 0.00054752
504 0.00122255 0.00182069 0.000532801
505 0.00119337 0.00179888 0.000518968
506 0.0011652 0.0017784 0.000505982
507 0.00113788 0.00175907 0.000493818
508 0.00111127 0.00174074 0.000482468
509 0.00108523 0.00172323 0.000471932
510 0.00105964 0.00170641 0.000462213
511 0.00103442 0.00169013 0.000453309
512 0.00100951 0.00167429 0.000445215
513 0.000984856 0.00165875 0.00043792
514 0.000960457 0.00164343 0.000431402
515 0.00093632 0.00162821 0.000425633
516 0.000912425 0.00161299 0.000420573
517 0.000888847 0.0015977 0.00041618
518 0.000865635 0.00158224 0.000412407
519 0.000842837 0.00156655 0.000409208
520 0.000820488 0.0015505 0.000406536
521 0.000798649 0.00153409 0.000404291
522 0.000777363 0.00151736 0.000402426
523 0.000756664 0.00150038 0.000400899
524 0.000736571 0.00148324 0.000399673
525 0.000717099 0.00146607 0.000398718
526 0.000698253 0.00144899 0.000398006
527 0.000677702 0.00143671 0.000402455
528 0.000658318 0.00142397 0.000407005
529 0.000640135 0.00141078 0.000411271
530 0.000623122 0.00139724 0.000415064
531 0.000607224 0.00138347 0.000418268
532 0.000592364 0.00136956 0.000420811
533 0.000578454 0.00135557 0.000422653
534 0.000565395 0.00134152 0.000423779
535 0.000553088 0.0013274 0.000424189
536 0.000541441 0.00131317 0.000423897
537 0.000530369 0.00129877 0.000422928
538 0.000519795 0.00128415 0.000421317
539 0.000509658 0.00126921 0.000419107
540 0.000499904 0.00125391 0.000416349
541 0.000490458 0.00123813 0.000413136
542 0.000481316 0.00122186 0.000409494
543 0.000472457 0.00120506 0.00040548
544 0.000463862 0.00118771 0.000401161
545 0.000455517 0.00116982 0.000396608
546 0.000447417 0.00115142 0.000391883
547 0.000439558 0.00113253 0.00038705
548 0.000431937 0.00111323 0.000382165
549 0.000424552 0.0010936 0.000377286
550 0.000417405 0.00107375 0.000372459
551 0.000410504 0.0010538 0.000367733
552 0.000403863 0.0010339 0.00036315
553 0.000397511 0.00101418 0.000358754
554 0.00039149 0.000994762 0.000354595
555 0.000385861 0.000975781 0.000350719
556 0.000380702 0.000957329 0.000347177
557 0.000376111 0.000939478 0.000344026
558 0.000372194 0.000922277 0.000341325
559 0.000369074 0.000905758 0.000339137
560 0.00036687 0.000889935 0.00033751
561 0.000365691 0.000874832 0.000336498
562 0.000365631 0.000860483 0.000336137
563 0.000366756 0.000846938 0.000336444
564 0.000369104 0.000834272 0.00033742
565 0.000372675 0.000822584 0.000339044
566 0.000377444 0.000811986 0.00034128
567 0.000383358 0.000802597 0.000344077
568 0.000390352 0.000794522 0.000347378
569 0.00039835 0.000787839 0.000351119
570 0.000407276 0.000782585 0.00035524
571 0.000417056 0.000778738 0.000359686
572 0.000427628 0.000776227 0.000364409
573 0.000438936 0.000774925 0.000369371
574 0.000450932 0.00077467 0.000374541
575 0.000463576 0.000775276 0.000379899
576 0.000476829 0.000776558 0.000385429
577 0.000490657 0.000778347 0.000391118
578 0.000505021 0.000780513 0.000396959
579 0.000519883 0.000782968 0.000402942
580 0.000535203 0.00078568 0.00040906
581 0.000550941 0.000788666 0.000415307
582 0.000567059 0.000791994 0.000421677
583 0.00058352 0.000795766 0.000428169
584 0.000600296 0.000800109 0.000434784
585 0.000617361 0.000805161 0.000441528
586 0.000634701 0.000811055 0.000448412
587 0.000652305 0.000817909 0.000455451
588 0.000670173 0.000825822 0.000462667
589 0.000688316 0.00083486 0.000470084
590 0.000706753 0.000845059 0.000477736
591 0.00072551 0.000856427 0.000485657
592 0.00074462 0.00086895 0.000493886
593 0.000764124 0.0008826 0.000502464
594 0.000784072 0.000897344 0.000511439
595 0.000804524 0.000913151 0.000520862
596 0.000825551 0.000930004 0.000530793
597 0.000847236 0.000947907 0.000541299
598 0.000869678 0.000966888 0.000552457
599 0.000892992 0.000987011 0.000564357
600 0.000917314 0.00100837 0.000577102
601 0.000942801 0.0010311 0.000590813
602 0.000969638 0.00105537 0.000605628
603 0.000998039 0.00108139 0.000621707
604 0.00102825 0.00110941 0.000639236
605 0.00106057 0.00113972 0.000658428
606 0.00109533 0.00117264 0.000679534
607 0.00113292 0.00120858 0.000702846
608 0.00117381 0.00124797 0.000728707
609 0.00121856 0.00129132 0.00075753
610 0.0012678 0.00133924 0.000789809
611 0.00132171 0.00138044 0.000815112
612 0.00137652 0.00140787 0.000827576
613 0.00142987 0.00143322 0.000838135
614 0.00148112 0.0014563 0.000846713
615 0.00152966 0.00147694 0.000853319
616 0.00157495 0.00149489 0.00085794
617 0.00161651 0.00150988 0.000860573
618 0.00165392 0.00152162 0.000861224
619 0.00168678 0.00152987 0.000859909
620 0.00171478 0.00153439 0.000856644
621 0.00173762 0.00153502 0.000851456
622 0.00175509 0.00153168 0.000844376
623 0.00176702 0.00152435 0.000835449
624 0.00177332 0.00151312 0.000824734
625 0.00177399 0.00149815 0.000812313
626 0.00176908 0.0014797 0.000798291
627 0.00175877 0.00145809 0.000782804
628 0.00174331 0.00143372 0.000766016
629 0.00172304 0.00140702 0.000748118
630 0.00169837 0.00137847 0.00072933
631 0.00166658 0.0013457 0.000707429
632 0.00162938 0.00131025 0.000683681
633 0.00158971 0.00127481 0.000660311
634 0.00154816 0.00123985 0.000637578
635 0.00150536 0.0012058 0.000615704
636 0.00146188 0.00117301 0.000594887
637 0.00141826 0.00114177 0.000575285
638 0.00137499 0.00111231 0.000557024
639 0.00133247 0.00108482 0.000540187
640 0.00129105 0.00105945 0.000524828
641 0.00125098 0.00103629 0.000510967
642 0.00121247 0.00101543 0.000498598
643 0.00117566 0.000996916 0.000487698
644 0.0011402 0.000980495 0.000477672
645 0.00110586 0.000966065 0.000468461
646 0.00107318 0.000953988 0.000460912
647 0.00104223 0.000944269 0.000455021
648 0.00101314 0.000936843 0.000450613
649 0.000985794 0.000931571 0.000447622
650 0.000960241 0.000928315 0.000445917
651 0.000936587 0.000926902 0.000445311
652 0.000914936 0.000927134 0.000445611
653 0.000895376 0.0009288 0.000446628
654 0.000877978 0.000931684 0.000448192
655 0.000862787 0.000935578 0.000450157
656 0.000849815 0.00094029 0.000452404
657 0.000839044 0.00094565 0.000454843
658 0.000830422 0.000951516 0.000457412
659 0.00082387 0.000957772 0.000460073
660 0.000819286 0.000964333 0.000462812
661 0.000816551 0.000971141 0.000465633
662 0.000815542 0.000978167 0.000468561
663 0.000816129 0.000985403 0.000471627
664 0.000818194 0.000992864 0.000474872
665 0.000821606 0.00100057 0.000478348
666 0.00082623 0.00100857 0.000482113
667 0.000832045 0.00101692 0.000486243
668 0.000839014 0.00102571 0.000490818
669 0.000847123 0.00103501 0.000495925
670 0.000856386 0.00104493 0.000501662
671 0.000866846 0.00105558 0.000508135
672 0.000878572 0.00106707 0.000515462
